REQ_SERIAL,RISUID,reson  bik,tavalod,tahol,ttakafol,basavad-bisavad,RQ_RLDATE,elat-gath,RISUID,edu,mablag,age,label 
2.57E+12,43281807,1,13560501,2,2,1,13,1,43281807,,2196000,41,2
2.57E+12,43281807,6,13560501,2,3,1,,1,43281807,,3303000,41,2
2.57E+12,43281807,6,13560501,2,3,1,,1,43281807,,2196000,41,2
2.57E+12,43277677,1,13481118,2,3,2,13,1,43277677,,2196000,48,2
2.57E+12,43273062,1,13500606,2,3,1,13,1,43273062,,2196000,47,2
2.57E+12,43265462,1,13210401,2,3,2,13,1,43265462,,3030000,76,2
2.57E+12,43265462,1,13210401,2,3,2,13,1,43265462,,2196000,76,2
2.57E+12,43265462,1,13210401,2,3,2,13,1,43265462,,2196000,76,2
2.57E+12,43265462,1,13210401,2,2,2,13,1,43265462,,3030000,76,2
2.57E+12,43265462,1,13210401,2,2,2,13,1,43265462,,2196000,76,2
2.57E+12,43265462,1,13210401,2,2,2,13,1,43265462,,2196000,76,2
2.57E+12,43265462,6,13210401,2,2,2,,1,43265462,,3030000,76,2
2.57E+12,43265462,6,13210401,2,2,2,,1,43265462,,2196000,76,2
2.57E+12,43265462,6,13210401,2,2,2,,1,43265462,,2196000,76,2
2.57E+12,43265410,1,13490801,2,1,1,13,1,43265410,,2196000,47,2
2.57E+12,43265757,1,13520117,2,1,1,13,1,43265757,,2196000,43,2
2.57E+12,43265757,1,13520117,2,1,1,13,1,43265757,,2196000,45,2
2.57E+12,43265757,1,13540117,2,1,1,13,1,43265757,,2196000,43,2
2.57E+12,43265757,1,13540117,2,1,1,13,1,43265757,,2196000,45,2
2.57E+12,43263669,1,13440625,2,3,1,13,1,43263669,,2196000,53,2
2.57E+12,43271382,1,13580517,1,0,1,13,1,43271382,,3030000,39,2
2.57E+12,43271382,1,13580517,1,0,1,13,1,43271382,,2196000,39,2
2.57E+12,43271382,2,13580517,2,1,1,,1,43271382,,3030000,39,2
2.57E+12,43271382,2,13580517,2,1,1,,1,43271382,,2196000,39,2
2.57E+12,43259309,1,13461203,2,3,1,13,1,43259309,,2196000,50,2
2.57E+12,14081040,1,13570501,2,2,1,13,1,14081040,,2196000,40,2
2.57E+12,43266851,1,13540102,2,2,1,13,1,43266851,,2196000,43,2
2.57E+12,12588387,1,13480305,2,2,1,13,1,12588387,,2455029,49,2
2.57E+12,44209048,1,13570518,2,2,1,13,1,44209048,,2196000,40,2
2.57E+12,43267494,1,13430923,2,4,1,13,1,43267494,,3030000,53,2
2.57E+12,43267494,1,13430923,2,4,1,13,1,43267494,,2196000,53,2
2.57E+12,43267494,6,13430923,2,4,1,,1,43267494,,3030000,53,2
2.57E+12,43267494,6,13430923,2,4,1,,1,43267494,,2196000,53,2
2.57E+12,43273773,1,13541010,2,2,1,13,1,43273773,,2196000,42,2
2.57E+12,43277547,1,13610317,2,1,1,13,1,43277547,,2196000,36,2
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2635200,41,2
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2196000,41,2
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2635200,41,2
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2196000,41,2
2.57E+12,43259568,1,13470303,2,4,1,13,1,43259568,,2196000,50,2
2.57E+12,43271421,1,13510102,2,3,1,13,1,43271421,,2196000,46,2
2.57E+12,40095610,1,13520215,2,2,1,13,1,40095610,,2635200,45,2
2.57E+12,63271707,1,13560429,1,0,1,13,1,63271707,,2355106,41,2
2.57E+12,43269577,1,13550402,2,0,1,13,1,43269577,,2196000,42,2
2.57E+12,43260658,1,13130402,2,1,2,13,1,43260658,,2635200,84,2
2.57E+12,43260658,1,13130402,2,1,2,13,1,43260658,,2196000,84,2
2.57E+12,43260658,1,13130402,2,1,1,,1,43260658,,2635200,84,2
2.57E+12,43260658,1,13130402,2,1,1,,1,43260658,,2196000,84,2
2.57E+12,43275789,1,13570701,1,0,1,13,1,43275789,,2196000,40,2
2.57E+12,43260176,1,13460410,2,4,1,13,1,43260176,,2196000,51,2
2.57E+12,43403301,1,13440612,2,2,1,13,1,43403301,,2196000,53,2
2.57E+12,43254610,1,13390229,2,2,1,13,1,43254610,,3897000,58,2
2.57E+12,43254610,1,13390229,2,2,1,13,1,43254610,,2196000,58,2
2.57E+12,43254610,2,13390229,2,4,1,,1,43254610,,3897000,58,2
2.57E+12,43254610,2,13390229,2,4,1,,1,43254610,,2196000,58,2
2.57E+12,43258522,1,13430819,2,3,1,13,1,43258522,,2196000,53,2
2.57E+12,85312708,1,13530301,2,2,1,13,1,85312708,,2196000,44,2
2.57E+12,43264116,1,13471109,2,4,1,13,1,43264116,,2196000,49,2
2.57E+12,10636521,1,13520425,2,1,1,13,1,10636521,,2196000,45,2
2.57E+12,43255207,1,13460312,2,4,2,13,1,43255207,,2196000,51,2
2.57E+12,43276328,1,13370918,2,4,2,13,1,43276328,,2196000,59,2
2.57E+12,43277800,1,13560307,1,0,1,13,1,43277800,,2196000,41,2
2.57E+12,43263015,1,13500726,2,3,1,13,1,43263015,,2635200,46,2
2.57E+12,42503036,1,13421107,2,4,1,13,1,42503036,,2196000,54,2
2.57E+12,43279108,1,13570701,2,1,1,13,1,43279108,,2196000,40,2
2.57E+12,40471099,1,13320228,2,4,2,13,1,40471099,,2196000,65,2
2.57E+12,43267670,1,13610615,1,0,1,13,1,43267670,,2196000,36,2
2.57E+12,43413855,1,13440610,2,1,1,13,1,43413855,,3303000,53,2
2.57E+12,43413855,1,13440610,2,1,1,13,1,43413855,,2196000,53,2
2.57E+12,43413855,2,13440610,2,2,1,,1,43413855,,3303000,53,2
2.57E+12,43413855,2,13440610,2,2,1,,1,43413855,,2196000,53,2
2.57E+12,85058454,1,13361001,2,3,2,13,1,85058454,,2196000,60,2
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,3303000,39,2
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2196000,39,2
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2635200,39,2
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2635200,39,2
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2196000,39,2
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,3303000,39,2
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,3303000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,3303000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,3303000,39,2
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2635200,39,2
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2196000,39,2
2.57E+12,43410174,1,13500102,2,2,1,13,1,43410174,,2196000,47,2
2.57E+12,43278308,1,13550924,2,2,1,13,1,43278308,,2196000,41,2
2.57E+12,43418127,2,13551120,2,2,1,13,1,43418127,,2196000,41,2
2.57E+12,42951771,1,13500301,2,3,1,13,1,42951771,,2196000,47,2
2.57E+12,42951771,1,13500301,2,3,1,13,1,42951771,,2196000,47,2
2.57E+12,42951771,1,13500301,2,2,1,13,1,42951771,,2196000,47,2
2.57E+12,42951771,1,13500301,2,2,1,13,1,42951771,,2196000,47,2
2.57E+12,43267011,1,13540807,2,1,1,13,1,43267011,,2196000,42,2
2.57E+12,43262233,1,13520502,2,3,1,13,1,43262233,,2196000,45,2
2.57E+12,43264031,1,13530210,2,2,1,13,1,43264031,,2196000,44,2
2.57E+12,43269637,1,13581230,1,0,1,13,1,43269637,,2196000,38,2
2.57E+12,21700262,1,13530401,2,2,1,13,1,21700262,,2196000,44,2
2.57E+12,43408171,1,13490715,2,1,2,13,1,43408171,,3303000,47,2
2.57E+12,43408171,1,13490715,2,1,2,13,1,43408171,,2196000,47,2
2.57E+12,43408171,2,13490715,2,1,1,,1,43408171,,3303000,47,2
2.57E+12,43408171,2,13490715,2,1,1,,1,43408171,,2196000,47,2
2.57E+12,43269639,1,13550301,2,1,1,13,1,43269639,,3030000,42,2
2.57E+12,43269639,1,13550301,2,1,1,13,1,43269639,,2196000,42,2
2.57E+12,43269639,6,13550301,2,0,1,,1,43269639,,3030000,42,2
2.57E+12,43269639,6,13550301,2,0,1,,1,43269639,,2196000,42,2
2.57E+12,43261434,6,13470115,2,3,1,13,1,43261434,,3030000,50,2
2.57E+12,43261434,6,13470115,2,3,1,13,1,43261434,,2196000,50,2
2.57E+12,43261434,1,13470115,2,4,1,,1,43261434,,3030000,50,2
2.57E+12,43261434,1,13470115,2,4,1,,1,43261434,,2196000,50,2
2.57E+12,43270023,1,13590410,2,1,1,13,1,43270023,,2196000,38,2
2.57E+12,43271306,1,13560519,1,1,1,13,1,43271306,,2196000,41,2
2.57E+12,43417201,1,13600601,2,1,1,13,1,43417201,,2196000,37,2
2.57E+12,43252481,1,13270711,2,4,2,13,1,43252481,,2196000,69,2
2.57E+12,43252481,1,13270711,2,4,2,13,1,43252481,,2635200,69,2
2.57E+12,43252481,1,13270711,2,4,2,13,1,43252481,,2196000,69,2
2.57E+12,43252481,1,13270711,2,4,2,13,1,43252481,,2635200,69,2
2.57E+12,43258991,1,13330101,2,1,1,13,1,43258991,,2196000,64,2
2.57E+12,43270441,1,13540819,2,1,1,13,1,43270441,,2196000,42,2
2.57E+12,43258682,1,13450730,2,4,1,13,1,43258682,,4871250,51,2
2.57E+12,43258682,1,13450730,2,4,1,13,1,43258682,,3030000,51,2
2.57E+12,43258682,1,13450730,2,4,1,13,1,43258682,,3303000,51,2
2.57E+12,43258682,1,13450730,2,4,1,13,1,43258682,,3030000,51,2
2.57E+12,43258682,1,13450730,2,4,1,,1,43258682,,4871250,51,2
2.57E+12,43258682,1,13450730,2,4,1,,1,43258682,,3030000,51,2
2.57E+12,43258682,1,13450730,2,4,1,,1,43258682,,3303000,51,2
2.57E+12,43258682,1,13450730,2,4,1,,1,43258682,,3030000,51,2
2.57E+12,43258682,6,13450730,2,4,1,,1,43258682,,4871250,51,2
2.57E+12,43258682,6,13450730,2,4,1,,1,43258682,,3030000,51,2
2.57E+12,43258682,6,13450730,2,4,1,,1,43258682,,3303000,51,2
2.57E+12,43258682,6,13450730,2,4,1,,1,43258682,,3030000,51,2
2.57E+12,43258682,2,13450730,2,3,1,,1,43258682,,4871250,51,2
2.57E+12,43258682,2,13450730,2,3,1,,1,43258682,,3030000,51,2
2.57E+12,43258682,2,13450730,2,3,1,,1,43258682,,3303000,51,2
2.57E+12,43258682,2,13450730,2,3,1,,1,43258682,,3030000,51,2
2.57E+12,45172180,1,13580101,2,2,1,13,1,45172180,,2196000,39,2
2.57E+12,43261606,1,13390618,2,3,1,13,1,43261606,,2196000,58,2
2.57E+12,43282869,1,13630525,2,0,1,13,1,43282869,,2196000,34,2
2.57E+12,43263150,1,13510416,2,2,1,13,1,43263150,,2196000,46,2
2.57E+12,43276083,6,13581217,1,0,1,13,1,43276083,,2196000,38,2
2.57E+12,43417697,1,13550206,2,0,1,13,1,43417697,,2196000,42,2
2.57E+12,43402521,1,13370109,2,4,1,13,1,43402521,,2196000,60,2
2.57E+12,43270345,1,13560410,2,2,1,13,1,43270345,,7124250,41,2
2.57E+12,43270345,1,13560410,2,2,1,13,1,43270345,,2196000,41,2
2.57E+12,43270345,1,13560410,2,2,1,,1,43270345,,7124250,41,2
2.57E+12,43270345,1,13560410,2,2,1,,1,43270345,,2196000,41,2
2.57E+12,43421405,1,13521010,2,1,1,13,1,43421405,,2196000,44,2
2.57E+12,43258047,1,13331005,2,4,2,13,1,43258047,,8121660,63,2
2.57E+12,43258047,1,13331005,2,4,2,13,1,43258047,,7124250,63,2
2.57E+12,43258047,1,13331005,2,4,2,13,1,43258047,,3030000,63,2
2.57E+12,43258047,1,13331005,2,4,2,13,1,43258047,,3303000,63,2
2.57E+12,43258047,1,13331005,2,4,2,13,1,43258047,,3030000,63,2
2.57E+12,43258047,1,13331005,2,4,1,,1,43258047,,8121660,63,2
2.57E+12,43258047,1,13331005,2,4,1,,1,43258047,,7124250,63,2
2.57E+12,43258047,1,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43258047,1,13331005,2,4,1,,1,43258047,,3303000,63,2
2.57E+12,43258047,1,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43258047,6,13331005,2,4,2,,1,43258047,,8121660,63,2
2.57E+12,43258047,6,13331005,2,4,2,,1,43258047,,7124250,63,2
2.57E+12,43258047,6,13331005,2,4,2,,1,43258047,,3030000,63,2
2.57E+12,43258047,6,13331005,2,4,2,,1,43258047,,3303000,63,2
2.57E+12,43258047,6,13331005,2,4,2,,1,43258047,,3030000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,8121660,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,7124250,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3303000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,8121660,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,7124250,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3303000,63,2
2.57E+12,43258047,2,13331005,2,4,1,,1,43258047,,3030000,63,2
2.57E+12,43417000,1,13581122,2,2,1,13,1,43417000,,2196000,38,2
2.57E+12,43272194,1,13550220,2,2,1,13,1,43272194,,2196000,42,2
2.57E+12,43263687,1,13480924,2,2,1,13,1,43263687,,2196000,48,2
2.57E+12,43409447,1,13500501,2,3,1,13,1,43409447,,2196000,47,2
2.57E+12,43267715,1,13491222,2,2,1,13,1,43267715,,2196000,47,2
2.57E+12,43275781,1,13550509,2,2,1,13,1,43275781,,2635200,42,2
2.57E+12,43278438,1,13590504,2,1,1,13,1,43278438,,3303000,38,2
2.57E+12,43278438,1,13590504,2,1,1,13,1,43278438,,2196000,38,2
2.57E+12,43278438,6,13590504,2,2,1,,1,43278438,,3303000,38,2
2.57E+12,43278438,6,13590504,2,2,1,,1,43278438,,2196000,38,2
2.57E+12,43265661,1,13500210,2,2,1,13,1,43265661,,2196000,47,2
2.57E+12,43418876,1,13430215,2,2,1,13,1,43418876,,2196000,54,2
2.57E+12,43411138,1,13571104,2,2,1,13,1,43411138,,2196000,39,2
2.57E+12,11081887,1,13370102,2,4,1,13,1,11081887,,2196000,60,2
2.57E+12,11081887,1,13370102,2,4,1,13,1,11081887,,2196000,60,2
2.57E+12,11081887,1,13370102,2,4,1,13,1,11081887,,2196000,60,2
2.57E+12,11081887,1,13370102,2,4,1,13,1,11081887,,2196000,60,2
2.57E+12,43265053,1,13240201,2,4,2,13,1,43265053,,2196000,73,2
2.57E+12,43277740,1,13600630,2,1,1,13,1,43277740,,2196000,37,2
2.57E+12,43270364,1,13530716,2,2,1,13,1,43270364,,2635200,43,2
2.57E+12,43270364,1,13530716,2,2,1,13,1,43270364,,2196000,43,2
2.57E+12,43270364,6,13530716,2,4,1,,1,43270364,,2635200,43,2
2.57E+12,43270364,6,13530716,2,4,1,,1,43270364,,2196000,43,2
2.57E+12,43256906,1,13341014,2,2,1,13,1,43256906,,2196000,62,2
2.57E+12,45523618,1,13531009,2,2,1,13,1,45523618,,2196000,43,2
2.57E+12,43268436,1,13531023,2,2,1,13,1,43268436,,2196000,43,2
2.57E+12,21069520,1,13440106,2,3,2,13,1,21069520,,2196000,53,2
2.57E+12,43262703,1,13511008,2,3,1,13,1,43262703,,2196000,45,2
2.57E+12,43272741,1,13480302,2,1,1,13,1,43272741,,2196000,49,2
2.57E+12,12613125,1,13561219,2,3,1,13,1,12613125,,4871250,40,2
2.57E+12,12613125,1,13561219,2,3,1,13,1,12613125,,2196000,40,2
2.57E+12,12613125,2,13561219,2,4,1,,1,12613125,,4871250,40,2
2.57E+12,12613125,2,13561219,2,4,1,,1,12613125,,2196000,40,2
2.57E+12,43269750,1,13280814,2,3,2,13,1,43269750,,2196000,68,2
2.57E+12,43259198,1,13280105,2,4,1,13,1,43259198,,2196000,59,2
2.57E+12,43259198,1,13280105,2,4,1,13,1,43259198,,2635200,69,2
2.57E+12,43259198,1,13380105,2,4,2,13,1,43259198,,2196000,59,2
2.57E+12,43259198,1,13380105,2,4,2,13,1,43259198,,2635200,69,2
2.57E+12,43416496,1,13520819,2,2,1,13,1,43416496,,2196000,44,2
2.57E+12,43264329,1,13520604,2,2,1,13,1,43264329,,2196000,45,2
2.57E+12,70008202,1,13320305,2,2,1,13,1,70008202,,2196000,65,2
2.57E+12,70008202,1,13320305,2,2,1,13,1,70008202,,2196000,65,2
2.57E+12,70008202,1,13320305,2,3,2,13,1,70008202,,2196000,65,2
2.57E+12,70008202,1,13320305,2,3,2,13,1,70008202,,2196000,65,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,6089100,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2546050,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2196000,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,6089100,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2546050,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2196000,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,6089100,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,2546050,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,2196000,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,6089100,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2546050,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2196000,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,6089100,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2546050,50,2
2.57E+12,43266070,1,13470309,2,2,1,13,1,43266070,,2196000,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,6089100,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,2546050,50,2
2.57E+12,43266070,2,13470309,2,3,1,,1,43266070,,2196000,50,2
2.57E+12,43267249,1,13240101,2,3,2,13,1,43267249,,2196000,73,2
2.57E+12,43267249,1,13240101,2,3,2,13,1,43267249,,2196000,73,2
2.57E+12,43267249,1,13240101,2,2,2,13,1,43267249,,2196000,73,2
2.57E+12,43267249,1,13240101,2,2,2,13,1,43267249,,2196000,73,2
2.57E+12,43263049,1,13511215,2,2,1,13,1,43263049,,2196000,45,2
2.57E+12,43263049,1,13511215,2,2,1,13,1,43263049,,2196000,45,2
2.57E+12,43263049,1,13511215,2,2,1,13,1,43263049,,2196000,45,2
2.57E+12,43263049,1,13511215,2,2,1,13,1,43263049,,2196000,45,2
2.57E+12,43415918,1,13530607,2,1,1,13,1,43415918,,2196000,44,2
2.57E+12,43275923,1,13580612,1,0,1,13,1,43275923,,2196000,39,2
2.57E+12,43264085,1,13461109,2,4,1,13,1,43264085,,2196000,50,2
2.57E+12,43260482,1,13461127,2,3,1,13,1,43260482,,2196000,50,2
2.57E+12,43263776,1,13141127,2,1,2,13,1,43263776,,2196000,82,2
2.57E+12,43260130,1,13220201,2,2,2,13,1,43260130,,2635200,75,2
2.57E+12,11051470,1,13320620,2,3,1,13,1,11051470,,2196000,65,2
2.57E+12,43268110,1,13530810,2,2,1,13,1,43268110,,2196000,43,2
2.57E+12,43270649,1,13441001,2,3,1,13,1,43270649,,2635200,52,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2635200,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2196000,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2635200,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2196000,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2635200,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2196000,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2635200,37,2
2.57E+12,43276028,1,13600112,2,2,1,13,1,43276028,,2196000,37,2
2.57E+12,43267376,1,13480920,2,2,2,13,1,43267376,,2196000,48,2
2.57E+12,43265074,1,13530817,2,3,1,13,1,43265074,,2196000,43,2
2.57E+12,24807685,1,13471004,2,3,1,13,1,24807685,,3303000,49,2
2.57E+12,24807685,1,13471004,2,3,1,13,1,24807685,,2196000,49,2
2.57E+12,24807685,2,13471004,2,4,1,,1,24807685,,3303000,49,2
2.57E+12,24807685,2,13471004,2,4,1,,1,24807685,,2196000,49,2
2.57E+12,43266912,1,13370602,2,3,2,13,1,43266912,,2196000,60,2
2.57E+12,43265096,1,13421015,2,2,1,13,1,43265096,,2196000,54,2
2.57E+12,41631271,1,13460701,2,3,1,13,1,41631271,,2196000,51,2
2.57E+12,43275922,1,13551221,2,2,1,13,1,43275922,,2635200,41,2
2.57E+12,43275922,1,13551221,2,2,1,13,1,43275922,,2196000,41,2
2.57E+12,43275922,1,13551221,2,2,1,13,1,43275922,,2635200,41,2
2.57E+12,43275922,1,13551221,2,2,1,13,1,43275922,,2196000,41,2
2.57E+12,43277181,1,13600105,1,0,1,13,1,43277181,,3897000,37,2
2.57E+12,43277181,1,13600105,1,0,1,13,1,43277181,,2196000,37,2
2.57E+12,43277181,2,13600105,1,0,1,,1,43277181,,3897000,37,2
2.57E+12,43277181,2,13600105,1,0,1,,1,43277181,,2196000,37,2
2.57E+12,43267640,1,13540405,2,1,1,13,1,43267640,,2196000,43,2
2.57E+12,21192516,1,13610210,2,1,1,13,1,21192516,,2196000,36,2
2.57E+12,43283014,1,13610112,2,1,1,13,1,43283014,,2196000,36,2
2.57E+12,43281811,1,13521209,2,1,1,13,1,43281811,,4871250,44,2
2.57E+12,43281811,1,13521209,2,1,1,13,1,43281811,,2196000,44,2
2.57E+12,43281811,2,13521209,2,3,1,,1,43281811,,4871250,44,2
2.57E+12,43281811,2,13521209,2,3,1,,1,43281811,,2196000,44,2
2.57E+12,24805155,1,13410718,2,4,1,13,1,24805155,,2196000,55,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2635200,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2635200,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2635200,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2196000,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2635200,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2635200,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,1,13500402,2,4,1,13,1,43264635,,2196000,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2635200,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2196000,47,2
2.57E+12,43264635,6,13500402,2,4,1,,1,43264635,,2196000,47,2
2.57E+12,43420687,1,13630615,2,0,1,13,1,43420687,,2635200,34,2
2.57E+12,43420687,1,13630615,2,0,1,13,1,43420687,,2196000,34,2
2.57E+12,43420687,2,13630615,2,0,1,,1,43420687,,2635200,34,2
2.57E+12,43420687,2,13630615,2,0,1,,1,43420687,,2196000,34,2
2.57E+12,43253975,1,13420810,2,1,1,13,1,43253975,,3303000,54,2
2.57E+12,43253975,1,13420810,2,1,1,13,1,43253975,,2196000,54,2
2.57E+12,43253975,1,13420810,2,4,1,,1,43253975,,3303000,54,2
2.57E+12,43253975,1,13420810,2,4,1,,1,43253975,,2196000,54,2
2.57E+12,43404290,1,13550115,2,4,1,13,1,43404290,,2196000,42,2
2.57E+12,43418119,1,13560522,2,2,1,13,1,43418119,,3030000,41,2
2.57E+12,43418119,1,13560522,2,2,1,13,1,43418119,,2196000,41,2
2.57E+12,43418119,2,13560522,2,3,1,,1,43418119,,3030000,41,2
2.57E+12,43418119,2,13560522,2,3,1,,1,43418119,,2196000,41,2
2.57E+12,43269206,1,13470107,2,4,1,13,1,43269206,,2196000,50,2
2.57E+12,43269909,1,13541213,2,2,1,13,1,43269909,,2635200,42,2
2.57E+12,43271813,1,13590431,2,2,1,13,1,43271813,,853380,38,2
2.57E+12,43271813,1,13590431,2,2,1,13,1,43271813,,2196000,38,2
2.57E+12,43411929,1,13540324,2,1,1,13,1,43411929,,2196000,43,2
2.57E+12,43276336,1,13330905,2,3,2,13,1,43276336,,2196000,63,2
2.57E+12,43276336,1,13330905,2,3,2,13,1,43276336,,2196000,63,2
2.57E+12,43276336,1,13330905,2,3,2,13,1,43276336,,2196000,63,2
2.57E+12,43276336,1,13330905,2,3,2,13,1,43276336,,2196000,63,2
2.57E+12,43278306,1,13580605,2,1,1,13,1,43278306,,3303000,39,2
2.57E+12,43278306,1,13580605,2,1,1,13,1,43278306,,2196000,39,2
2.57E+12,43278306,1,13580605,2,0,1,,1,43278306,,3303000,39,2
2.57E+12,43278306,1,13580605,2,0,1,,1,43278306,,2196000,39,2
2.57E+12,43276582,1,13600120,2,2,1,13,1,43276582,,2196000,37,2
2.57E+12,43414609,1,13480501,2,1,1,13,1,43414609,,2196000,49,2
2.57E+12,33574342,1,13541220,2,1,1,13,1,33574342,,2196000,42,2
2.57E+12,43258529,1,13330313,2,0,2,13,1,43258529,,3303000,64,2
2.57E+12,43258529,1,13330313,2,0,2,13,1,43258529,,3030000,64,2
2.57E+12,43258529,6,13330313,1,0,1,13,1,43258529,,3303000,64,2
2.57E+12,43258529,6,13330313,1,0,1,13,1,43258529,,3030000,64,2
2.57E+12,43263161,1,13201117,2,4,1,13,1,43263161,,2196000,76,2
2.57E+12,16064936,1,13500201,2,3,1,13,1,16064936,,2196000,47,2
2.57E+12,43269217,1,13440418,2,3,1,13,1,43269217,,2196000,53,2
2.57E+12,43264107,1,13500702,2,3,1,13,1,43264107,,2196000,47,2
